topic,llm_answer,population_answer,response,label,llm_support_used,human_support_used,LLM_outsourcing_overridden,human_outsourcing_overridden,ai_orch_agreement,human_orch_agreement,self_orch_agreement,recommendation,recommendation_lists,incorrect_answers_by_category,user_self
high_school_mathematics,B,B,B,B,True,False,False,,,False,,You should outsource this problem to a human agent,"{""elementary_mathematics"":[""40/50"",""31/51"",""10/11""],""high_school_mathematics"":[""29/55"",""23/51"",""3/6""],""college_mathematics"":[""22/50"",""28/55"",""2 / 5""]}","{""high_school_mathematics"":false,""elementary_mathematics"":false,""college_mathematics"":false}",False
high_school_mathematics,B,A,B,A,True,False,False,,,False,,You should outsource this problem to a human agent,"{""elementary_mathematics"":[""40/50"",""31/51"",""10/11""],""high_school_mathematics"":[""29/55"",""23/52"",""3/6""],""college_mathematics"":[""22/50"",""28/55"",""2 / 5""]}","{""high_school_mathematics"":false,""elementary_mathematics"":false,""college_mathematics"":false}",False
college_mathematics,C,B,C,A,True,False,False,,True,,,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[""40/50"",""31/51"",""10/11""],""high_school_mathematics"":[""29/55"",""23/52"",""3/6""],""college_mathematics"":[""22/50"",""28/56"",""2 / 5""]}","{""high_school_mathematics"":false,""elementary_mathematics"":false,""college_mathematics"":false}",False
elementary_mathematics,A,A,A,A,False,False,,,,,True,You should attempt this problem by yourself,"{""elementary_mathematics"":[""40/50"",""31/51"",""11/12""],""high_school_mathematics"":[""29/55"",""23/52"",""3/6""],""college_mathematics"":[""22/50"",""28/56"",""2 / 5""]}","{""high_school_mathematics"":false,""elementary_mathematics"":false,""college_mathematics"":false}",True
elementary_mathematics,B,B,B,B,False,False,,,,,True,You should attempt this problem by yourself,"{""elementary_mathematics"":[""40/50"",""31/51"",""12/13""],""high_school_mathematics"":[""29/55"",""23/52"",""3/6""],""college_mathematics"":[""22/50"",""28/56"",""2 / 5""]}","{""high_school_mathematics"":false,""elementary_mathematics"":false,""college_mathematics"":false}",True
high_school_mathematics,D,C,C,D,False,True,,False,,True,,You should outsource this problem to a human agent,"{""elementary_mathematics"":[""40/50"",""31/51"",""12/13""],""high_school_mathematics"":[""29/56"",""23/52"",""3/6""],""college_mathematics"":[""22/50"",""28/56"",""2 / 5""]}","{""high_school_mathematics"":false,""elementary_mathematics"":false,""college_mathematics"":false}",False
elementary_mathematics,B,B,B,B,False,False,,,,,True,You should attempt this problem by yourself,"{""elementary_mathematics"":[""40/50"",""31/51"",""13/14""],""high_school_mathematics"":[""29/56"",""23/52"",""3/6""],""college_mathematics"":[""22/50"",""28/56"",""2 / 5""]}","{""high_school_mathematics"":false,""elementary_mathematics"":false,""college_mathematics"":false}",True
college_mathematics,B,A,B,D,True,False,False,,True,,,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[""40/50"",""31/51"",""13/14""],""high_school_mathematics"":[""29/56"",""23/52"",""3/6""],""college_mathematics"":[""22/50"",""28/57"",""2 / 5""]}","{""high_school_mathematics"":false,""elementary_mathematics"":false,""college_mathematics"":false}",False
college_mathematics,B,C,B,A,True,False,False,,True,,,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[""40/50"",""31/51"",""13/14""],""high_school_mathematics"":[""29/56"",""23/52"",""3/6""],""college_mathematics"":[""22/50"",""28/58"",""2 / 5""]}","{""high_school_mathematics"":false,""elementary_mathematics"":false,""college_mathematics"":false}",False
high_school_mathematics,C,B,C,C,True,False,False,,,False,,You should outsource this problem to a human agent,"{""elementary_mathematics"":[""40/50"",""31/51"",""13/14""],""high_school_mathematics"":[""29/56"",""24/53"",""3/6""],""college_mathematics"":[""22/50"",""28/58"",""2 / 5""]}","{""high_school_mathematics"":false,""elementary_mathematics"":false,""college_mathematics"":false}",False
elementary_mathematics,D,D,D,D,False,False,,,,,True,You should attempt this problem by yourself,"{""elementary_mathematics"":[""40/50"",""31/51"",""14/15""],""high_school_mathematics"":[""29/56"",""24/53"",""3/6""],""college_mathematics"":[""22/50"",""28/58"",""2 / 5""]}","{""high_school_mathematics"":false,""elementary_mathematics"":false,""college_mathematics"":false}",True
college_mathematics,B,B,B,B,False,True,,False,False,,,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[""40/50"",""31/51"",""14/15""],""high_school_mathematics"":[""29/56"",""24/53"",""3/6""],""college_mathematics"":[""23/51"",""28/58"",""2 / 5""]}","{""high_school_mathematics"":false,""elementary_mathematics"":false,""college_mathematics"":false}",False
college_mathematics,D,B,B,D,False,True,,False,False,,,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[""40/50"",""31/51"",""14/15""],""high_school_mathematics"":[""29/56"",""24/53"",""3/6""],""college_mathematics"":[""23/52"",""28/58"",""2 / 5""]}","{""high_school_mathematics"":false,""elementary_mathematics"":false,""college_mathematics"":false}",False
elementary_mathematics,A,A,A,A,False,False,,,,,True,You should attempt this problem by yourself,"{""elementary_mathematics"":[""40/50"",""31/51"",""15/16""],""high_school_mathematics"":[""29/56"",""24/53"",""3/6""],""college_mathematics"":[""23/52"",""28/58"",""2 / 5""]}","{""high_school_mathematics"":false,""elementary_mathematics"":false,""college_mathematics"":false}",True
high_school_mathematics,C,A,A,B,False,True,,False,,True,,You should outsource this problem to a human agent,"{""elementary_mathematics"":[""40/50"",""31/51"",""15/16""],""high_school_mathematics"":[""29/57"",""24/53"",""3/6""],""college_mathematics"":[""23/52"",""28/58"",""2 / 5""]}","{""high_school_mathematics"":false,""elementary_mathematics"":false,""college_mathematics"":false}",False
college_mathematics,C,C,C,C,True,False,False,,True,,,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[""40/50"",""31/51"",""15/16""],""high_school_mathematics"":[""29/57"",""24/53"",""3/6""],""college_mathematics"":[""23/52"",""29/59"",""2 / 5""]}","{""high_school_mathematics"":false,""elementary_mathematics"":false,""college_mathematics"":false}",False
college_mathematics,B,C,B,A,True,False,False,,True,,,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[""40/50"",""31/51"",""15/16""],""high_school_mathematics"":[""29/57"",""24/53"",""3/6""],""college_mathematics"":[""23/52"",""29/60"",""2 / 5""]}","{""high_school_mathematics"":false,""elementary_mathematics"":false,""college_mathematics"":false}",False
high_school_mathematics,A,A,A,A,True,False,False,,,False,,You should outsource this problem to a human agent,"{""elementary_mathematics"":[""40/50"",""31/51"",""15/16""],""high_school_mathematics"":[""29/57"",""25/54"",""3/6""],""college_mathematics"":[""23/52"",""29/60"",""2 / 5""]}","{""high_school_mathematics"":false,""elementary_mathematics"":false,""college_mathematics"":false}",False
college_mathematics,B,D,B,B,True,False,False,,True,,,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[""40/50"",""31/51"",""15/16""],""high_school_mathematics"":[""29/57"",""25/54"",""3/6""],""college_mathematics"":[""23/52"",""30/61"",""2 / 5""]}","{""high_school_mathematics"":false,""elementary_mathematics"":false,""college_mathematics"":false}",False
college_mathematics,D,B,D,D,True,False,False,,True,,,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[""40/50"",""31/51"",""15/16""],""high_school_mathematics"":[""29/57"",""25/54"",""3/6""],""college_mathematics"":[""23/52"",""31/62"",""2 / 5""]}","{""high_school_mathematics"":false,""elementary_mathematics"":false,""college_mathematics"":false}",False
college_mathematics,B,B,B,A,True,False,False,,True,,,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[""40/50"",""31/51"",""15/16""],""high_school_mathematics"":[""29/57"",""25/54"",""3/6""],""college_mathematics"":[""23/52"",""31/63"",""2 / 5""]}","{""high_school_mathematics"":false,""elementary_mathematics"":false,""college_mathematics"":false}",False
elementary_mathematics,B,D,C,D,False,False,,,,,True,You should attempt this problem by yourself,"{""elementary_mathematics"":[""40/50"",""31/51"",""15/17""],""high_school_mathematics"":[""29/57"",""25/54"",""3/6""],""college_mathematics"":[""23/52"",""31/63"",""2 / 5""]}","{""high_school_mathematics"":false,""elementary_mathematics"":true,""college_mathematics"":false}",True
elementary_mathematics,D,D,D,D,True,False,False,,,False,,You were wrong by yourself on elementary_mathematics last time. You should outsource this problem to a human agent,"{""elementary_mathematics"":[""40/50"",""32/52"",""15/17""],""high_school_mathematics"":[""29/57"",""25/54"",""3/6""],""college_mathematics"":[""23/52"",""31/63"",""2 / 5""]}","{""high_school_mathematics"":false,""elementary_mathematics"":false,""college_mathematics"":false}",False
elementary_mathematics,B,C,C,C,False,False,,,,,True,You should attempt this problem by yourself,"{""elementary_mathematics"":[""40/50"",""32/52"",""16/18""],""high_school_mathematics"":[""29/57"",""25/54"",""3/6""],""college_mathematics"":[""23/52"",""31/63"",""2 / 5""]}","{""high_school_mathematics"":false,""elementary_mathematics"":false,""college_mathematics"":false}",True
elementary_mathematics,A,C,C,C,False,False,,,,,True,You should attempt this problem by yourself,"{""elementary_mathematics"":[""40/50"",""32/52"",""17/19""],""high_school_mathematics"":[""29/57"",""25/54"",""3/6""],""college_mathematics"":[""23/52"",""31/63"",""2 / 5""]}","{""high_school_mathematics"":false,""elementary_mathematics"":false,""college_mathematics"":false}",True
high_school_mathematics,A,B,A,B,True,False,False,,,False,,You should outsource this problem to a human agent,"{""elementary_mathematics"":[""40/50"",""32/52"",""17/19""],""high_school_mathematics"":[""29/57"",""25/55"",""3/6""],""college_mathematics"":[""23/52"",""31/63"",""2 / 5""]}","{""high_school_mathematics"":false,""elementary_mathematics"":false,""college_mathematics"":false}",False
high_school_mathematics,D,A,D,A,True,False,False,,,False,,You should outsource this problem to a human agent,"{""elementary_mathematics"":[""40/50"",""32/52"",""17/19""],""high_school_mathematics"":[""29/57"",""25/56"",""3/6""],""college_mathematics"":[""23/52"",""31/63"",""2 / 5""]}","{""high_school_mathematics"":false,""elementary_mathematics"":false,""college_mathematics"":false}",False
college_mathematics,C,D,C,C,True,False,False,,True,,,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[""40/50"",""32/52"",""17/19""],""high_school_mathematics"":[""29/57"",""25/56"",""3/6""],""college_mathematics"":[""23/52"",""32/64"",""2 / 5""]}","{""high_school_mathematics"":false,""elementary_mathematics"":false,""college_mathematics"":false}",False
elementary_mathematics,A,A,A,A,False,False,,,,,True,You should attempt this problem by yourself,"{""elementary_mathematics"":[""40/50"",""32/52"",""18/20""],""high_school_mathematics"":[""29/57"",""25/56"",""3/6""],""college_mathematics"":[""23/52"",""32/64"",""2 / 5""]}","{""high_school_mathematics"":false,""elementary_mathematics"":false,""college_mathematics"":false}",True
college_mathematics,D,A,D,A,True,False,False,,True,,,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[""40/50"",""32/52"",""18/20""],""high_school_mathematics"":[""29/57"",""25/56"",""3/6""],""college_mathematics"":[""23/52"",""32/65"",""2 / 5""]}","{""high_school_mathematics"":false,""elementary_mathematics"":false,""college_mathematics"":false}",False
high_school_mathematics,D,B,D,C,True,False,False,,,False,,You should outsource this problem to a human agent,"{""elementary_mathematics"":[""40/50"",""32/52"",""18/20""],""high_school_mathematics"":[""29/57"",""25/57"",""3/6""],""college_mathematics"":[""23/52"",""32/65"",""2 / 5""]}","{""high_school_mathematics"":false,""elementary_mathematics"":false,""college_mathematics"":false}",False
college_mathematics,B,C,B,B,True,False,False,,True,,,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[""40/50"",""32/52"",""18/20""],""high_school_mathematics"":[""29/57"",""25/57"",""3/6""],""college_mathematics"":[""23/52"",""33/66"",""2 / 5""]}","{""high_school_mathematics"":false,""elementary_mathematics"":false,""college_mathematics"":false}",False
high_school_mathematics,A,D,D,D,False,True,,False,,True,,You should outsource this problem to a human agent,"{""elementary_mathematics"":[""40/50"",""32/52"",""18/20""],""high_school_mathematics"":[""30/58"",""25/57"",""3/6""],""college_mathematics"":[""23/52"",""33/66"",""2 / 5""]}","{""high_school_mathematics"":false,""elementary_mathematics"":false,""college_mathematics"":false}",False
elementary_mathematics,C,C,C,C,False,False,,,,,True,You should attempt this problem by yourself,"{""elementary_mathematics"":[""40/50"",""32/52"",""19/21""],""high_school_mathematics"":[""30/58"",""25/57"",""3/6""],""college_mathematics"":[""23/52"",""33/66"",""2 / 5""]}","{""high_school_mathematics"":false,""elementary_mathematics"":false,""college_mathematics"":false}",True
high_school_mathematics,B,D,D,D,False,True,,False,,True,,You should outsource this problem to a human agent,"{""elementary_mathematics"":[""40/50"",""32/52"",""19/21""],""high_school_mathematics"":[""31/59"",""25/57"",""3/6""],""college_mathematics"":[""23/52"",""33/66"",""2 / 5""]}","{""high_school_mathematics"":false,""elementary_mathematics"":false,""college_mathematics"":false}",False
college_mathematics,C,B,C,D,True,False,False,,True,,,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[""40/50"",""32/52"",""19/21""],""high_school_mathematics"":[""31/59"",""25/57"",""3/6""],""college_mathematics"":[""23/52"",""33/67"",""2 / 5""]}","{""high_school_mathematics"":false,""elementary_mathematics"":false,""college_mathematics"":false}",False
elementary_mathematics,A,A,B,B,False,False,,,,,True,You should attempt this problem by yourself,"{""elementary_mathematics"":[""40/50"",""32/52"",""20/22""],""high_school_mathematics"":[""31/59"",""25/57"",""3/6""],""college_mathematics"":[""23/52"",""33/67"",""2 / 5""]}","{""high_school_mathematics"":false,""elementary_mathematics"":false,""college_mathematics"":false}",True
high_school_mathematics,D,D,D,D,False,True,,False,,True,,You should outsource this problem to a human agent,"{""elementary_mathematics"":[""40/50"",""32/52"",""20/22""],""high_school_mathematics"":[""32/60"",""25/57"",""3/6""],""college_mathematics"":[""23/52"",""33/67"",""2 / 5""]}","{""high_school_mathematics"":false,""elementary_mathematics"":false,""college_mathematics"":false}",False
elementary_mathematics,B,A,B,A,True,False,False,,,,False,You should attempt this problem by yourself,"{""elementary_mathematics"":[""40/50"",""32/53"",""20/22""],""high_school_mathematics"":[""32/60"",""25/57"",""3/6""],""college_mathematics"":[""23/52"",""33/67"",""2 / 5""]}","{""high_school_mathematics"":false,""elementary_mathematics"":false,""college_mathematics"":false}",False
